TC_ID,API,FR,Category,Technique,Title,Method,Endpoint,Preconditions,Request_Headers,Request_Body,Expected_Status,Expected_Assertions,Oracle,SEC_Ref,Priority,Source,Audit_Label,Audit_Note,Tag,Bug_Ref,Why_AI_Missed
TC-C3-DOM-001,API-3,FR-15,DOM,EP,POST /api/products | name = SP Test 23127060 (tên hợp lệ),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""SP Test 23127060"",""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",201,body có id; GET lại sản phẩm thấy đúng tên,SPEC,-,P0,AI,,,@bug,C-12,
TC-C3-DOM-002,API-3,FR-15,DOM,EP,POST /api/products | name =  (tên rỗng),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":"""",""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@bug,C-06,
TC-C3-DOM-003,API-3,FR-15,DOM,EP,POST /api/products | name = - (tên null),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":null,""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",400,body là JSON; có trường error,SPEC,-,P0,AI,,,@bug,C-06,
TC-C3-DOM-004,API-3,FR-15,DOM,EP,POST /api/products | name = <thieu key> (thiếu key name),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@bug,C-06,
TC-C3-DOM-005,API-3,FR-15,DOM,EP,POST /api/products | name = 12345 (tên sai kiểu (number)),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":12345,""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@bug,C-06,
TC-C3-DOM-006,API-3,FR-15,DOM,BVA,POST /api/products | name = A (BVA - 1 ký tự (dưới biên tối thiểu)),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""A"",""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@contract,-,
TC-C3-DOM-007,API-3,FR-15,DOM,BVA,POST /api/products | name = A123456789A123456789A123456789A123456789 (BVA - đúng 255 ký tự),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A1234"",""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",201,body là JSON; khớp schema thành công,SPEC,-,P1,AI,,,@contract,-,
TC-C3-DOM-008,API-3,FR-15,DOM,BVA,POST /api/products | name = A123456789A123456789A123456789A123456789 (BVA - 256 ký tự (vượt biên)),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A123456789A12345"",""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",400,body là JSON; có trường error,SPEC,-,P2,AI,,,@contract,-,
TC-C3-DOM-009,API-3,FR-15,DOM,EP,POST /api/products | name = <script>alert('23127060')</script> (stored XSS trong tên sản phẩm),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""<script>alert('23127060')</script>"",""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",400,body là JSON; có trường error,SPEC,SEC-06,P0,AI,,,@bug,C-11,
TC-C3-DOM-010,API-3,FR-15,DOM,EP,POST /api/products | name = San pham tieng Viet co dau 23127060 (tên có ký tự Unicode),POST,/api/products,"Đã login bằng tài khoản admin, có {{token_admin}}",Authorization: Bearer {{token_admin}},"{""name"":""San pham tieng Viet co dau 23127060"",""price"":150000,""description"":""San pham kiem thu"",""imageUrl"":""https://example.com/a.png"",""category_id"":1}",201,body là JSON; khớp schema thành công,SPEC,-,P1,AI,,,@contract,-,
